GUID,UN LOCODE,Latitude,Longitude,Mile,Facility Type,Official Name,Port Name,Waterway Name
0K77,OBH,33.897377,-78.427705,333,,OCEAN ISLE,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0DUF,RAE,33.90228,-91.03256,593,Mile point,MILE 593  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0JJB,ARY,33.906129,-88.540828,363,Mile point,MILE 363  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
03V9,ELS,33.91396,-118.42511,0,Dock,EL SEGUNDO MOORING,El Segundo CA,El Segundo CA
0DUG,RAE,33.91409,-91.02257,594,Mile point,MILE 594  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0K76,,33.91601,-78.27616,324,,HOLDENS BEACH BRIDGE,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0J8M,CYC,33.91692,-81.029101,48,,CAYCE S C,Congaree River SC,Congaree River SC
0J8G,CYC,33.91692,-81.029101,48,,CONGAREE LOCK & DAM,Congaree River SC,Congaree River SC
0J98,,33.917192,-78.370984,1,,CANAL,Clubfoot and Harlowe Canal NC,Clubfoot and Harlowe Canal NC
0J99,,33.917192,-78.370984,1,,FISH DOCK,Clubfoot and Harlowe Canal NC,Clubfoot and Harlowe Canal NC
0K71,XMK,33.91794,-78.04291,310,Dock,CITY DOCK,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0R05,AEK,33.919431,-88.534119,364,Mile point,MILE 364  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0K72,OAI,33.92002,-78.06018,311,Dock,CAROLINA P&L CO-BRUNSWICK GEN PLANT,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0K73,OAI,33.9202,-78.0599,311,,STANDARD PROD SOUTHPORT,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0J94,,33.921273,-78.23635,2,,OYSTER BEDS,Lockwoods Folly River NC,Lockwoods Folly River NC
0K74,XMK,33.922336,-78.09459,313,,MANHODER DOCK,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0K75,XMK,33.922514,-78.112022,314,,BEAVERDAM CREEK - LONG BEACH,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0J95,,33.923789,-78.237169,3,,DIXONS LANDING,Lockwoods Folly River NC,Lockwoods Folly River NC
0J97,,33.923789,-78.237169,3,,VARNUMS LANDING,Lockwoods Folly River NC,Lockwoods Folly River NC
0J8H,CYC,33.926065,-81.017968,49,,SEABOARD AIR LINE R R BRIDGE,Congaree River SC,Congaree River SC
0QHB,OAI,33.92826,-78.1641,317,Dock,DREDGE AREA,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0DUH,RAE,33.92828,-91.01769,595,Mile point,MILE 595  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0J9B,,33.931746,-78.381077,5,,TARS LANDING,Shallotte River NC,Shallotte River NC
0JJC,AEK,33.933882,-88.533201,365,Mile point,MILE 365  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0DUJ,RAE,33.93914,-91.02956,596,Mile point,MILE 596  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0J8J,CYC,33.93914,-81.021481,50,,U S HWY 21 BRIDGE,Congaree River SC,Congaree River SC
0AC4,,33.941542,-91.093241,1,Mile point,MILE 1 WHITE RIVER ENT CH ARK RIV,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0AFL,,33.943343,-91.109408,2,Mile point,MILE 2 WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0R8T,,33.94599,-91.08678,1,Lock and/or Dam,MONTGOMERY POINT LOCK & DAM,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0DUK,RAE,33.94617,-91.045,597,Mile point,MILE 597  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0JJD,ARY,33.948375,-88.531455,366,Mile point,MILE 366  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0DUL,RAE,33.95113,-91.06142,598,Mile point,MILE 598  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0J8K,CYC,33.951221,-81.029725,51,,U S HWY 1 BRIDGE - GERVAIS ST,Congaree River SC,Congaree River SC
0AC3,,33.951848,-91.081175,0,Mile point,MILE 0 WHITE R ENT CH ARK RIV,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0AC2,RAE,33.953326,-91.079831,0,,JCT MISS RIVER,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0DVS,RAE,33.953326,-91.079831,599,,JCT WHITE RIVER ARK NAV SYS,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0DVT,,33.95584,-91.07796,599,Mile point,MILE 599  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0J9C,,33.95647,-78.381598,8,,WHITES LANDING,Shallotte River NC,Shallotte River NC
0AFM,,33.956992,-91.115611,3,Mile point,MILE 3 WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0AFN,,33.960608,-91.130963,4,Mile point,MILE 4  WHITE RIVER ENT CH ARK RIVER,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0JJE,AEK,33.962318,-88.526614,367,Mile point,MILE 367  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0J96,,33.964037,-78.25029,19,,SUPPLY LANDING,Lockwoods Folly River NC,Lockwoods Folly River NC
0J9D,,33.964711,-78.381772,9,,SHALLOTTE WHARF,Shallotte River NC,Shallotte River NC
0DVV,RAE,33.9648,-91.08465,600,Dock,BOLIVAR COUNTY,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0DVU,RAE,33.967108,-91.08517,600,Mile point,MILE 600  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0AFP,,33.969606,-91.142638,5,Mile point,MILE 5 WHITE RIVER ENT CH ARK RIVER,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0JJF,ARY,33.976337,-88.521682,368,Mile point,MILE 368  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0AFQ,,33.976744,-91.157516,6,Mile point,MILE 6 WHITE RIVER ENT CH ARK RIVER,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0K70,,33.97728,-77.91789,310,Dock,FT FISHER NC,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0VU1,DMS,33.9775,-91.384167,22.5,Dock,TAYLOR FARMS & TRUCKING DOCK,Arkansas River AR,Arkansas River AR
0DVW,RAE,33.98012,-91.07742,601,Mile point,MILE 601  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0AAG,DMS,33.980174,-91.378282,22,Dock,PENDLETON MARINA,Arkansas River AR,Arkansas River AR
0AAF,DMS,33.980174,-91.378282,22,,PENDLETON BRIDGE,Arkansas River AR,Arkansas River AR
0VU0,DMS,33.981111,-91.376667,22,Dock,RICELAND FOODS PENDLETON EXPORT TERMINAL DOCK,Arkansas River AR,Arkansas River AR
09JC,DMS,33.98123,-91.375156,22,Mile point,MILE 22  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
09DH,DMS,33.981436,-91.3915,23,Mile point,MILE 23  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0QYE,GJZ,33.98444,-91.3725,21,Dock,OAKLEY PORT OF PENDLETON,Arkansas River AR,Arkansas River AR
0TJU,DMS,33.984444,-91.3725,21.6,Dock,Pendleton Warehouse Upper Dock.,Arkansas River AR,Arkansas River AR
0TJT,DMS,33.984722,-91.366111,21.6,Dock,Pendleton Warehouse Lower Dock.,Arkansas River AR,Arkansas River AR
0AFR,,33.988001,-91.156807,7,,LOADING SCRAP IRON,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0DVX,,33.98841,-91.06355,602,Mile point,MILE 602  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
1098,ARY,33.989458,-88.514647,369,Mile point,MILE 369  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
09JB,DMS,33.990028,-91.361516,21,Mile point,MILE 21  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
10RL,,33.990926,-91.156224,7,Mile point,MILE  7 WHITE RIVER ENT CH ARK RIVER,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0YSA,ARY,33.991667,-88.505556,369.2,Dock,WEYERHAUSER CO  AMORY PLANT WHARF,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0DVY,,33.99269,-91.04699,603,Mile point,MILE 603  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09DJ,GJZ,33.993363,-91.40011,24,Mile point,MILE 24  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0T2U,ARY,33.994444,-88.502778,369.5,Dock,City of Amory General Cargo Wharf.,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0DVZ,,33.99672,-91.03011,604,Mile point,MILE 604  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0Q59,ARY,33.99722,-88.49861,369,Dock,CITY OF AMORY PORT WHARF,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0T31,ARY,33.997222,-88.498611,369.9,Dock,City of Amory Grain Wharf.,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0JJG,ARY,33.999896,-88.502489,370,Mile point,MILE 370  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
09JA,GJZ,34.002061,-91.352628,20,Mile point,MILE 20  WHITE RIVER,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
10VB,DMS,34.002061,-91.352628,20,Mile point,MILE 20 ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0DW0,,34.00385,-91.01497,605,Mile point,MILE 605  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0AFS,,34.004679,-91.161828,8,Mile point,MILE 8 WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
09DK,DMS,34.004693,-91.410449,25,Mile point,MILE 25  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0N83,ARY,34.010215,-88.490128,371,Mile point,MILE 371  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
09J9,GJZ,34.010311,-91.338834,19,Mile point,MILE 19  WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0JJH,ARY,34.010996,-88.489235,371,Lock and/or Dam,AMORY LOCK,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0DW1,,34.01262,-91.00111,606,Mile point,MILE 606  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09DL,,34.013177,-91.424203,26,Mile point,MILE 26  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0AFT,,34.015778,-91.172518,9,Mile point,MILE 9 WHITE RIVER ENT CH ARK RIVER,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0WMU,RAE,34.016111,-90.943056,609,Dock,BUNGE NORTH AMERICA HURRICANE POINT TERMINAL WHARF,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
03GZ,SBA,34.01655,-120.095,0,Dock,SAGICUS,Santa Rosa Island CA,Santa Rosa Island CA
0AFU,,34.018128,-91.189493,10,Mile point,MILE 10 WHITE RIVER ENT CHARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0PNB,SMO,34.01818,-118.50168,0,Dock,MARINA DEL RAY (YACHTS),Santa Monica CA,Santa Monica CA
03VF,SMO,34.01818,-118.50117,0,Dock,YACHT CLUB & PIER,Santa Monica CA,Santa Monica CA
09J8,,34.019413,-91.325107,18,Mile point,MILE 18 WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
09J0,,34.019493,-91.194184,10,Lock and/or Dam,NORRELL LOCK & DAM,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0DW2,,34.02014,-90.98621,607,Mile point,MILE 607  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0JJJ,ARY,34.020601,-88.477707,372,Mile point,MILE 372  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0DW5,,34.02068,-90.93507,610,Mile point,MILE 610  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0DW4,,34.02122,-90.95205,609,Mile point,MILE 609  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09J1,,34.021629,-91.205339,11,Mile point,MILE 11 WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0DW6,,34.02173,-90.9174,611,Mile point,MILE 611  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0DW3,,34.02298,-90.96938,608,Mile point,MILE 608  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09DM,,34.023513,-91.435974,27,Mile point,MILE 27  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
09J2,,34.023571,-91.222615,12,Mile point,MILE 12 WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
09J7,,34.024619,-91.30908,17,Mile point,MILE 17  WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0JBK,,34.024943,-77.939439,299,,SNOWS CREEK - MIDSTREAM,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
0DW7,,34.0252,-90.9006,612,Mile point,MILE 612  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09J3,,34.025391,-91.239912,13,Mile point,MILE 13  WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
09J4,,34.026052,-91.245462,13,Lock and/or Dam,WILBUR D. MILLS LOCK & DAM,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
09J6,,34.026483,-91.291769,16,Mile point,MILE 16 WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
10J4,,34.027262,-91.257215,14,Mile point,MILE 14  WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
09J5,,34.028481,-91.274534,15,Mile point,MILE 15 WHITE RIVER ENT CH ARK R,White River Entrance Channel & Post Canal AR,White River Entrance Channel & Post Canal AR
0NTJ,ARY,34.031019,-88.465467,373,Mile point,MILE 373  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0B5Z,,34.03742,-90.89298,613,Mile point,MILE 613  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09DN,,34.037511,-91.437012,28,Mile point,MILE 28  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0P85,ARY,34.041434,-88.453224,374,Mile point,MILE 374  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
09DP,GJZ,34.05139,-91.433315,29,Mile point,MILE 29  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0B60,,34.05172,-90.89503,614,Mile point,MILE 614  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0P49,ARY,34.051781,-88.441057,375,Mile point,MILE 375  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0DS9,,34.056491,-91.192892,13,Mile point,MILE 13  WHITE RIVER,White River AR below Batesville AR,White River AR below Batesville AR
1099,ARY,34.062145,-88.428868,376,Mile point,MILE 376  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0JJK,XT8,34.064871,-88.425866,376,Lock and/or Dam,GLOVER WILKINS LOCK,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0B61,,34.06542,-90.90094,615,Mile point,MILE 615  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09DQ,GJZ,34.065707,-91.434673,30,Mile point,MILE 30  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0JBM,,34.066322,-77.887409,295,,CAROLINA BEACH N C,Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District),Atlantic Intracoastal Waterway between Norfolk VA and the St. Johns River FL (Wilmington District)
03GY,SBA,34.07005,-119.85514,0,Dock,SMUGGLERS COVE,Santa Cruz Island CA,Santa Cruz Island CA
0JJL,ARY,34.072457,-88.416738,377,Mile point,MILE 377  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
09H9,,34.073316,-91.503456,35,Mile point,MILE 35  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
09DU,,34.076007,-91.486935,34,Mile point,MILE 34  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
09DR,GJZ,34.07805,-91.442303,31,Mile point,MILE 31  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0B62,,34.07891,-90.90732,616,Mile point,MILE 616  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09HA,,34.081591,-91.517035,36,Mile point,MILE 36  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0JN9,ARY,34.083676,-88.406013,378,Mile point,MILE 378  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
09DT,,34.083952,-91.472914,33,Mile point,MILE 33  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
09HE,,34.085973,-91.599439,42,Mile point,MILE 42  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
09DS,,34.086342,-91.456065,32,Mile point,MILE 32  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
10VD,,34.089235,-91.58317,41,Mile point,MILE 41 ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0B63,,34.09093,-90.9166,617,Mile point,MILE 617  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09HB,,34.093565,-91.526713,37,Mile point,MILE 37  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
09HF,,34.096156,-91.610373,43,Mile point,MILE 43  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0JNA,FTZ,34.097637,-88.401502,379,Mile point,MILE 379  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
09HD,,34.099398,-91.571413,40,Mile point,MILE 40  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0B64,,34.10051,-90.92999,618,Mile point,MILE 618  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09HC,,34.102703,-91.539461,38,Mile point,MILE 38  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
10VC,,34.105747,-91.556157,39,Mile point,MILE 39 ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0B65,,34.10953,-90.94342,619,Mile point,MILE 619  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09HG,,34.110276,-91.605983,44,Mile point,MILE 44  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0JNB,NTO,34.111782,-88.397307,380,Mile point,MILE 380  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0DXC,ADA,34.1143,-93.037122,418,,ARKADELPHIA & HEAD OF PROJECT,Ouachita River above Camden AR,Ouachita River above Camden AR
0B66,,34.12127,-90.95307,620,Mile point,MILE 620  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
09HH,,34.124082,-91.608294,45,Mile point,MILE 45  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0R4C,NTO,34.125481,-88.392027,381,Mile point,MILE 381  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
0DSB,DMW,34.127603,-91.112891,24,Mile point,MILE 24  WHITE RIVER,White River AR below Batesville AR,White River AR below Batesville AR
09HJ,TMR,34.134037,-91.620278,46,Mile point,MILE 46  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
09HK,,34.134799,-91.63789,47,Mile point,MILE 47  ARKANSAS RIVER,Arkansas River AR,Arkansas River AR
0B67,DMW,34.13553,-90.95093,621,Mile point,MILE 621  LOWER MISS RIVER,Mississippi River Mouth of Ohio River to Baton Rouge LA,Mississippi River Mouth of Ohio River to Baton Rouge LA
0N78,FTZ,34.137616,-88.382687,382,Mile point,MILE 382  TTWTY,Tennessee Tombigbee Waterway,Tennessee Tombigbee Waterway
