GUID,UN LOCODE,Latitude,Longitude,Mile,Facility Type,Official Name,Port Name,Waterway Name
0ZFW,POA,29.885322,-94.032777,290.3,Dock,JACK'S SHRIMP HOUSE TAYLOR BAYOU WHARF,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
09WL,KPL,29.885381,-92.404171,178,,PINE ISLAND & OCEAN CITY,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09WM,KPL,29.885381,-92.404171,178,,WARREN CANAL,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09WK,KPL,29.885795,-92.407839,178,Mile point,MILE 178  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0VH3,HMJ,29.885852,-90.074226,1,Dock,L & L MARINE TRANSPORTATION HARVEY CANAL WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
08A5,,29.885984,-85.244038,326,Mile point,MILE 326  GIWW,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL
0Z4G,HMJ,29.886137,-90.076197,1,Dock,STEWART & STEVENSON SERVICES HARVEY CANAL DOCK,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0QW7,MSY,29.886214,-89.904491,83,Virtual Dock,FOREIGN TRAFFIC ONLY,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
07KT,HMJ,29.88639,-90.07547,2,Dock,MCDONOUGH MARINE SERVICE,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0R8D,HMJ,29.886603,-90.075548,2,Virtual Dock,FOREIGN TRAFFIC ONLY,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
06W8,POA,29.886938,-93.91559,283,Mile point,MILE 283  GIWW,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0VH4,HMJ,29.887066,-90.07416,1,Dock,EVANS INDUSTRIES MAIN WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09WN,KPL,29.888321,-92.425044,179,Mile point,MILE 179  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0VJ3,HMJ,29.89,-90.076111,1,Dock,C&C MARINE AND REPAIR HARVEY CANAL WHARF AND SLIP,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0VW1,HMJ,29.890278,-90.077222,1,Dock,SHELL OIL CO. EXPLORATION & PRODUCTION DEPT.  HARVEY CANAL WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09WQ,KPL,29.89039,-92.43974,180,Dock,AMOCO  RED FISH,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09WP,KPL,29.890651,-92.440891,180,Mile point,MILE 180  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0EE9,,29.890679,-89.758081,47,Mile point,MILE 47  GULF OUTLET,Mississippi River Gulf Outlet,Mississippi River Gulf Outlet
0X62,VOT,29.890837,-89.900428,83.5,Dock,VIOLET DOCK PORT BERTHING FACILITY,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0TW9,AVI,29.891111,-91.912222,145.9,Dock,"Cargill Deicing Technology Avery Island ""New"" Wharf.",Petit Anse Tigre and Carlin Bayous LA,Petit Anse Tigre and Carlin Bayous LA
0YF8,BCS,29.891561,-89.910418,83.6,Dock,BELLE CHASSE MARINE TRANSPORTATION 9-MILE ANCHORAGE WEST-BANK LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0ZS5,UAB,29.891944,-92.116944,10.6,Dock,TCB INDUSTRIES WHARF,Bayou Teche and Vermilion River LA,Bayou Teche and Vermilion River LA
0TWA,AVI,29.891944,-91.911389,145.9,Dock,"Cargill Deicing Technology Avery Island ""Old"" Wharf.",Petit Anse Tigre and Carlin Bayous LA,Petit Anse Tigre and Carlin Bayous LA
0YNW,UAB,29.8925,-92.117222,10.6,Dock,GULF COAST MARINE FABRICATORS WHARF,Bayou Teche and Vermilion River LA,Bayou Teche and Vermilion River LA
0Z5D,HMJ,29.892638,-90.0767,1,Dock,ASHTON MARINE HARVEY CANAL MOORING,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0DZQ,RNK,29.89278,-91.4433,103,Open Water,BAYOU GREU & CHARENTON LAKE,Atchafalaya River LA (Upper),Atchafalaya River LA (Upper)
09WR,KPL,29.892842,-92.455895,181,Mile point,MILE 181  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
08A7,,29.893363,-85.262572,327,,GULF COUNTY CANAL FLA,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL
0VR6,HMJ,29.893611,-90.0775,3,Dock,OCEAN TECHNICAL SERVICES HARVEY CANAL WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0VN7,MSY,29.894167,-89.993889,2,Dock,TRANSCOASTAL MARINE SYSTEMS ALGIERS CANAL DOCK,Algiers Canal LA,Algiers Canal LA
04U0,,29.89444,-89.995333,2,Mile point,MILE 2  ALGIERS CUT,Algiers Canal LA,Algiers Canal LA
0H6A,,29.894655,-85.013551,12,,BROTHERS RIVER & HARRISON CREEK,Apalachicola Chattahoochee and Flint Rivers GA and FL,Apalachicola Chattahoochee and Flint Rivers GA and FL
0VJE,HMJ,29.894743,-90.077712,1,Dock,CHEVRON U.S.A. PRODUCTION CO.  HARVEY TERMINAL GULF DOCK,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
897,HMJ,29.894848,-90.078254,1,Mile point,MILE 1  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0K1W,,29.89497,-81.31095,3,Dock,MUNICIPAL MARINA,St. Augustine FL,St. Augustine FL
104A,,29.89497,-81.31095,3,Dock,PRIVATE YACHTS (FOREIGN),St. Augustine FL,St. Augustine FL
09WS,,29.895545,-92.473867,182,Mile point,MILE 182  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0VJF,HMJ,29.895586,-90.077764,1,Dock,STEWART CONSTRUCTION CO. SOUTH WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0VVM,HMJ,29.895833,-90.079167,1,Dock,TEXACO USA  HARVEY CANAL DOCK,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0DZL,RNK,29.895843,-91.447946,98,Mile point,MILE 98  ATCHAFALAYA RIVER,Atchafalaya River LA (Upper),Atchafalaya River LA (Upper)
0YNX,UAB,29.896111,-92.12,10.6,Dock,GRAND ISLE SHIPYARD PORT OF VERMILION WHARF,Bayou Teche and Vermilion River LA,Bayou Teche and Vermilion River LA
09WT,,29.897881,-92.489779,183,Mile point,MILE 183  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0YCU,BCS,29.897997,-89.912985,84.1,Dock,PORT SHIP SERVICES 9-MILE ANCHORAGE WEST-BANK LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
08A3,,29.898288,-85.27395,324,Mile point,MILE 324  GIWW,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL
06W7,POA,29.898391,-93.905169,282,Mile point,MILE 282  GIWW,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0X63,VOT,29.898823,-89.90233,83.9,Dock,BELLE CHASSE MARINE TRANSPORTATION VIOLET LANDING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0E2D,PPQ,29.898898,-91.211447,17,Mile point,MILE 17  PORT ALLEN ROUTE,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA
0DKZ,VOT,29.899145,-89.907965,84,Mile point,MILE 84  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SAF,HMJ,29.899167,-90.080556,,Dock,Bollinger Quick Repair Harvey Canal Wet-Dock No. 2,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0YKG,HMJ,29.899167,-90.078889,0,Dock,SIGNAL COMPANIES HARVEY CANAL WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0QND,HMJ,29.89917,-90.08056,0,Dock,BOLLINGER QUICK REPAIR LLC  HARVEY CANAL,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09WV,,29.900179,-92.50497,184,Dock,FLORENCE CANAL UPPER,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09WW,KPL,29.90018,-92.50656,184,Open Water,FLORENCE CANAL LOWER,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09WU,,29.900303,-92.505988,184,Mile point,MILE 184  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0DG5,WWO,29.900456,-90.152254,0,,JCT BAYOU VILLARS,Bayou Segnette Waterway LA,Bayou Segnette Waterway LA
0DG0,WWO,29.900456,-90.152254,0,,JCT IWW,Bayou Segnette Waterway LA,Bayou Segnette Waterway LA
0DG1,WWO,29.900456,-90.152254,0,,RIG AREA WESTWEGO CANAL,Bayou Segnette Waterway LA,Bayou Segnette Waterway LA
0VJJ,HMJ,29.900556,-90.079722,0,Dock,CHEVRON U. S. A. PRODUCTION CO. HARVEY CANAL TERMINAL WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0EY3,UAB,29.90096,-92.11705,17,Mile point,MILE 17  BAYOU VERMILION,Bayou Teche and Vermilion River LA,Bayou Teche and Vermilion River LA
0S9T,HMJ,29.901601,-90.081956,,Dock,Bollinger Quick Repair Harvey Canal Slip,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0Z5X,HMJ,29.901667,-90.08,0,Dock,G&T CRANE CO. HARVEY CANAL WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0E4F,,29.901881,-91.519589,35,Lock and/or Dam,CHARENTON LOCK & DAM,Inland Wtwy from Franklin to the Mermentau River LA,Inland Wtwy from Franklin to the Mermentau River LA
06W6,POA,29.901888,-93.901913,281,,W B MCCARTER (RIG AREA),Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0VJK,HMJ,29.901944,-90.08,0,Dock,JEFFERSON MARINE TOWING HARVEY CANAL DOCK,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0DDC,VOT,29.902366,-89.886673,6,,FISH DOCK  VIOLET,Bayou Dupre LA,Bayou Dupre LA
0DDB,VOT,29.902366,-89.886673,6,,VIOLET CANAL BRIDGE SITE,Bayou Dupre LA,Bayou Dupre LA
0QEL,UAB,29.902429,-92.110897,10,Dock,ACADIAN CONTRACTORS ABBEVILLE WHARVES,Bayou Teche and Vermilion River LA,Bayou Teche and Vermilion River LA
09WY,,29.902638,-92.521772,185,,VERMILION SHELL  FLORENCE CANAL,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0U41,UAB,29.902778,-92.111944,10.5,Dock,Acadian Contractors Abbeville Lower Wharf.,Bayou Teche and Vermilion River LA,Bayou Teche and Vermilion River LA
0VJH,HMJ,29.902778,-90.080556,1,Dock,DYSON CONTRACTORS HARVEY CANAL WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0S9S,HMJ,29.902906,-90.081902,,Dock,Bollinger Quick Repair Harvey Canal Wet-Dock No. 1,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
09WX,,29.902913,-92.524264,185,Mile point,MILE 185  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0U42,UAB,29.903056,-92.109444,10.5,Dock,Acadian Contractors Abbeville Upper Wharf.,Bayou Teche and Vermilion River LA,Bayou Teche and Vermilion River LA
0VJM,HMJ,29.903056,-90.080556,0,Dock,STEPPER TOWING HARVEY CANAL WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0K20,,29.903465,-81.310018,7,,DIESEL ENGINE SALES CO,St. Augustine FL,St. Augustine FL
0K1Z,,29.903465,-81.310018,7,,PHIL COCHRAN'S SEAFOOD,St. Augustine FL,St. Augustine FL
0VJQ,HMJ,29.904444,-90.082222,0,Dock,RETIF OIL AND FUEL HARVEY BULK-PLANT SLIP WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0SFZ,MAR,29.90445,-90.109231,99.8,Dock,Williams Energy Partners Marrero Terminal Dock No. 3.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0K1X,,29.90491,-81.31145,8,Dock,SALVADORE S & SONS,St. Augustine FL,St. Augustine FL
0Q1E,MAR,29.905,-90.11,99,Dock,MAGELLAN MIDSTREAM PARTNERS L.P.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SG0,MAR,29.905041,-90.106658,99.6,Dock,Williams Energy Partners Marrero Terminal Dock No. 2.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0K1Y,,29.905277,-81.311318,8,,TRINGALI C,St. Augustine FL,St. Augustine FL
0X56,MAR,29.905278,-90.123333,100.5,Dock,LOUISIANA DOCK CO. MARRERO FLEET MOORING,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
09WZ,,29.905406,-92.540227,186,Mile point,MILE 186  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0SGK,MAR,29.905406,-90.104918,99.5,Dock,Williams Energy Partners Marrero Terminal Dock No. 1.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0F9G,,29.905462,-85.01212,17,Mile point,MILE 17  APALACHICOLA RIVER,Apalachicola Chattahoochee and Flint Rivers GA and FL,Apalachicola Chattahoochee and Flint Rivers GA and FL
0VQR,HMJ,29.905753,-90.081263,0,Dock,KODY MARINE HARVEY CANAL WHARF,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
04TZ,,29.905755,-89.98515,1,Mile point,MILE 1  ALGIERS CUT,Algiers Canal LA,Algiers Canal LA
0YSR,MAR,29.905865,-90.101986,99.4,Dock,FUEL AND MARINE MARKETING MARRERO TERMINAL WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0VJN,HMJ,29.907222,-90.081944,0,Dock,U.S. ARMY CORPS OF ENGINEERS  HARVEY CANAL DEPOT DOCK,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0E2H,PPQ,29.907535,-91.219494,18,Dock,SETTOON MARINE INC.,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA
10KF,,29.907638,-91.457231,97,Mile point,MILE 97  ATCHAFALAYA RIVER,Atchafalaya River LA (Upper),Atchafalaya River LA (Upper)
09X0,,29.907777,-92.55617,187,Mile point,MILE 187  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0X55,MAR,29.907869,-90.12855,100.8,Dock,INDUSTRIAL PUMP SALES AND REPAIR DOCK,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0YSS,MSY,29.908065,-90.095172,99.3,Dock,DIVERSIFIED GROUP MARLEX TERMINAL HARVEY MOORING PIER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0E2E,PPQ,29.908108,-91.223332,18,Mile point,MILE 18  PORT ALLEN ROUTE,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA,Gulf Intracoastal Waterway Morgan City-Port Allen Route LA
0K1V,,29.908233,-81.295384,2,,JCT IWW,St. Augustine FL,St. Augustine FL
0DED,MSY,29.908534,-90.113442,100,Mile point,MILE 100  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0S91,HMJ,29.908611,-90.093889,98.9,Dock,Delta Terminal Services Harvey Wharf No. 4.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0QXX,MSY,29.90878,-90.08352,7,Mile point,MILE 0  GIWE,Gulf Intracoastal Waterway Mobile Bay AL to New Orleans LA,Gulf Intracoastal Waterway Mobile Bay AL to New Orleans LA
893,HMJ,29.90878,-90.08352,0,Mile point,MILE 0  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
07QJ,HMJ,29.909193,-90.083765,0,Lock and/or Dam,HARVEY LOCK,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0DDA,BWT,29.90944,-89.85449,4,Dock,RADCLIFF MATERIAL,Bayou Dupre LA,Bayou Dupre LA
08A2,,29.909777,-85.283872,323,Mile point,MILE 323  GIWW,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL
06W5,POA,29.909936,-93.894745,281,Mile point,MILE 281  GIWW,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0S92,HMJ,29.91,-90.090833,98.6,Dock,Delta Terminal Services Harvey Wharf No. 1.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
08A4,,29.910056,-85.283356,325,Mile point,MILE 325  GIWW,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL,Gulf Intracoastal Waterway Apalachee Bay to Panama City FL
09X1,,29.91017,-92.572192,188,Mile point,MILE 188  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0S93,HMJ,29.910833,-90.088889,98.5,Dock,Delta Terminal Services Harvey Wharf No. 2.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0DEB,MSY,29.910945,-90.097144,99,Mile point,MILE 99  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0Q1F,HMJ,29.91111,-90.0875,98,Dock,DELTA KINDER MORGAN TERMINAL SERVICES LLC WHARVES 1-4,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0S9G,HMJ,29.911111,-90.0875,98.4,Dock,Delta Terminal Services Harvey Wharf No. 3,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0EY4,UAB,29.91159,-92.11935,18,Mile point,MILE 18  BAYOU VERMILION,Bayou Teche and Vermilion River LA,Bayou Teche and Vermilion River LA
0DL0,MXP,29.911813,-89.916508,85,Mile point,MILE 85  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0Q1Z,MSY,29.91194,-90.10583,99,Dock,NAPOLEON AVENUE WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0DGN,WWO,29.912055,-90.129667,101,Mile point,MILE 101  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0S9H,MSY,29.912157,-90.105844,99.5,Dock,Board of Commissioners of the Port of New Orleans Napoleon Avenue Container-Terminal Wharf,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
100Y,ARA,29.912159,-91.962976,14,Virtual Dock,FOREIGN TRAFFIC ONLY,Petit Anse Tigre and Carlin Bayous LA,Petit Anse Tigre and Carlin Bayous LA
0S9J,MSY,29.912199,-90.112537,99.8,Dock,P&O Ports Louisiana Nashville Avenue Wharf C,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0S9K,MSY,29.912386,-90.118788,100.1,Dock,P&O Ports Louisiana Nashville Avenue Wharf B,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0YSQ,WWO,29.912571,-90.138841,101.4,Dock,BLACKWATER NEW ORLEANS NINE-MILE POINT DOCK,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
09X2,,29.912636,-92.589076,189,Mile point,MILE 189  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0S9C,MSY,29.912652,-90.103456,99.4,Dock,Stevedoring Services of America Napoleon Avenue Wharf C,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0Q20,MSY,29.91278,-90.12417,100,Dock,NASHVILLE AVENUE WHARVES A B AND C,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SEC,MSY,29.912959,-90.100939,99.4,Dock,Stevedoring Services of America Napoleon Avenue Open Wharf.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0EXN,MSY,29.913228,-90.089899,98,Fleeting Area,HARVEY LOCK FOREBAY,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0DE9,MSY,29.913228,-90.089899,98,,JCT HARVEY CANAL & IWW WEST,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0S9L,MSY,29.913338,-90.123884,100.8,Dock,P&O Ports Louisiana Nashville Avenue Wharf A,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0X7N,MSY,29.913543,-90.098617,99.1,Dock,STEVEDORING SERVICES OF AMERICA MILAN STREET WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
06Z6,LBX,29.913857,-94.762906,45,,B-R DREDGING CO INC,Trinity River Channel to Liberty TX,Trinity River Channel to Liberty TX
0X5P,GTL,29.914176,-90.075802,97.9,Dock,CROMPTON CORP. HARVEY DOCK,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0EVL,AVI,29.91423,-91.96807,14,Dock,JEFFERSON ISLAND LA,Petit Anse Tigre and Carlin Bayous LA,Petit Anse Tigre and Carlin Bayous LA
0Q1Y,MSY,29.91444,-90.09306,98,Dock,LOUISIANA AVENUE WHARVES A THRU G,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SDW,MSY,29.914444,-90.093056,98.6,Fleeting Area,Coastal Cargo Co. Louisiana Avenue Wharves D C B and A.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0DD9,BWT,29.9145,-89.84146,3,Dock,SHELL OIL NATL GAS TERM TOCA,Bayou Dupre LA,Bayou Dupre LA
0K1U,,29.914527,-81.255792,0,,MIDSTREAM,St. Augustine FL,St. Augustine FL
0X84,MSY,29.914974,-90.130277,101.1,Dock,P&O PORTS LOUISIANA HENRY CLAY AVENUE WHARF,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
04TY,MSY,29.915097,-89.972151,0,Lock and/or Dam,ALGIERS LOCK,Algiers Canal LA,Algiers Canal LA
0F9H,,29.915109,-85.019228,18,Mile point,MILE 18  APALACHICOLA RIVER,Apalachicola Chattahoochee and Flint Rivers GA and FL,Apalachicola Chattahoochee and Flint Rivers GA and FL
0DE8,MSY,29.915602,-90.081328,98,Mile point,MILE 98  LOWER MISS RIVER,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0QV9,POA,29.91583,-93.88917,288,Dock,R & R MARINE MAINTENANCE WHARVES,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0S9Z,GTL,29.915833,-90.072222,97.4,Dock,International-Matex Tank Terminals Gretna Dock No. 6,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
0SLS,POA,29.915878,-93.88932,280.7,Dock,R & R Marine Maintenance Drydock Berth Wharf,Gulf Intracoastal Waterway Sabine River to Galveston TX,Gulf Intracoastal Waterway Sabine River to Galveston TX
0SDV,MSY,29.916111,-90.088333,98.3,Dock,Coastal Cargo Co. Louisiana Avenue Wharves G F and E.,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
09X3,,29.916347,-92.605448,190,Mile point,MILE 190  GIWW,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX,Gulf Intracoastal Waterway Mississippi River LA to Sabine River TX
0SAK,GTL,29.916667,-90.071111,97.3,Dock,International Matex Tank Terminals Gretna Lower Dock,Mississippi River New Orleans LA to Mouth of Passes,Mississippi River New Orleans LA to Mouth of Passes
